Text,Label,ID,Offsets,,,
"Deployed by companies and government entities worldwide, Apptricity solutions provide unprecedented real-time information and business intelligence – giving management visibility into every action and transaction within your organization and across partners, customers and suppliers.",About,article_00143.pre.xmi:049,"[{u'text': u'Apptricity', u'endOffset': 67, u'beginOffset': 57, u'label': u'Company'}, {u'text': u'real-time information and business intelligence', u'endOffset': 147, u'beginOffset': 100, u'label': u'ProductService'}, {u'text': u'visibility into every action and transaction within your organization and across partners, customers and suppliers', u'endOffset': 282, u'beginOffset': 168, u'label': u'ValueProposition'}]",,,
"By enhancing legacy enterprise applications to increase and extend the value of information technology investments, we bring accelerated business processes and command visibility to business, government and the military.",None,article_00143.pre.xmi:050,[],,,
Apptricity Info,None,article_00143.pre.xmi:051,[],,,
About GoReact,None,article_00144.pre.xmi:001,[],,,
In the beginning .,None,article_00144.pre.xmi:002,[],,,
.,None,article_00144.pre.xmi:003,[],,,
.,None,article_00144.pre.xmi:004,[],,,
A college professor named Bill found himself trapped in one of the worst meetings of his life—listening to a presenter who was just the worst.,None,article_00144.pre.xmi:005,[],,,
"Amid his boredom-induced daydream, Bill thought, ""I bet he doesn't even know just how punishing this is for all of us.",None,article_00144.pre.xmi:006,[],,,
"I wonder if there's a way to help people like this improve—so there will be less suffering in the world.""",None,article_00144.pre.xmi:007,[],,,
"Bill brought his idea to the professionals, and GoReact was born.",None,article_00144.pre.xmi:008,[],,,
"Now universities, colleges, and businesses everywhere are using online video feedback to become awesome at stuff they used to stink at.",None,article_00144.pre.xmi:009,[],,,
"Big thanks to Dr. Bill Baker, retired course director of management communication at the BYU Marriott School of Management for creating this amazing tool.",None,article_00144.pre.xmi:010,[],,,
Patents,None,article_00145.pre.xmi:001,[],,,
"Visioneering Technologies, Inc. (VTI), headquartered in Alpharetta, Georgia, is an innovative new company that is dedicated to redefining vision.",About,article_00145.pre.xmi:002,"[{u'text': u'Visioneering Technologies, Inc. (VTI)', u'endOffset': 37, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'redefining vision', u'endOffset': 144, u'beginOffset': 127, u'label': u'Purpose'}]",,,
"With a portfolio of technologies to address eye care issues such as presbyopia in adults and myopia in children, the company uses creative and differentiated design approaches to develop products that will ultimately enhance practitioner and patient experiences.",About,article_00145.pre.xmi:003,"[{u'text': u'children', u'endOffset': 111, u'beginOffset': 103, u'label': u'MarketProfile'}, {u'text': u'company', u'endOffset': 124, u'beginOffset': 117, u'label': u'Company'}, {u'text': u'practitioner', u'endOffset': 237, u'beginOffset': 225, u'label': u'MarketProfile'}, {u'text': u'patient', u'endOffset': 249, u'beginOffset': 242, u'label': u'MarketProfile'}]",,,
"VTI was founded by Dr. Richard A. Griffin, an optometrist, optical engineer and aerospace engineer who has spent 20 years developing VTI's optical solutions.",None,article_00145.pre.xmi:004,[],,,
"From Dr. Griffin's design, VTI holds nine issued patents worldwide with 10 pending that address the need for a treatment for presbyopia in the underdeveloped on-eye/in-eye categories.",None,article_00145.pre.xmi:005,[],,,
"VTI brings together clinical, marketing, engineering, manufacturing and regulatory leaders from today's top vision care businesses.",None,article_00145.pre.xmi:006,[],,,
"Together, these industry veterans bring the best thinking in eye care to design and bring to market new solutions for presbyopia, myopia and astigmatism.",None,article_00145.pre.xmi:007,[],,,
Mission Statement,None,article_00145.pre.xmi:008,[],,,
"VTI's mission is to redefine vision through advanced engineering and a relentless drive to achieve better solutions through the fusion of Science, Art and Technology.",About,article_00145.pre.xmi:009,"[{u'text': u'VTI', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'redefine vision', u'endOffset': 35, u'beginOffset': 20, u'label': u'Purpose'}, {u'text': u'achieve better solutions', u'endOffset': 115, u'beginOffset': 91, u'label': u'Purpose'}]",,,
Vision Statement,None,article_00145.pre.xmi:010,[],,,
We believe that innovation and a commitment to excellence are essential to our company's and partners' success and that these goals can only be reached with collaborative approaches.,About,article_00145.pre.xmi:011,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u""innovation and a commitment to excellence are essential to our company's and partners' success and that these goals can only be reached with collaborative approaches"", u'endOffset': 181, u'beginOffset': 16, u'label': u'Purpose'}]",,,
"We will maintain our focus and integrity, and earn a reputation as an industry leader through our innovative solutions to challenges that affect our families, our community and our world.",None,article_00145.pre.xmi:012,[],,,
Introducing NaturalVue® (etafilcon A) Daily Disposable Soft (Hydrophilic) Multifocal Contact Lenses.,None,article_00145.pre.xmi:013,[],,,
"For more information, click CONTACT US.",None,article_00145.pre.xmi:014,[],,,
Logos,None,article_00146.pre.xmi:001,[],,,
FitAd is ACTIVE MOBILE ADVERTISING™,About,article_00146.pre.xmi:002,"[{u'text': u'FitAd', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'ACTIVE MOBILE ADVERTISING\u2122', u'endOffset': 35, u'beginOffset': 9, u'label': u'ProductService'}]",,,
"FitAd brings together fitness, health and wellness advertisers and mobile publishers focused on providing quality advertising experiences for results driven audiences.",About,article_00146.pre.xmi:003,"[{u'text': u'FitAd', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'mobile publishers', u'endOffset': 84, u'beginOffset': 67, u'label': u'MarketProfile'}]",,,
What does FitAd do?,None,article_00146.pre.xmi:004,[],,,
"FitAd sells advertising for fitness, health and wellness focused applications, sites, and content creators.",About,article_00146.pre.xmi:005,"[{u'text': u'FitAd', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'advertising for fitness, health and wellness focused applications, sites, and content creators', u'endOffset': 106, u'beginOffset': 12, u'label': u'ProductService'}]",,,
"FitAd creates a revenue stream for fitness, health and wellness properties by matching with advertisers seeking access to their audience with unique behaviors",About,article_00146.pre.xmi:006,"[{u'text': u'FitAd', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'revenue stream for fitness, health and wellness properties', u'endOffset': 74, u'beginOffset': 16, u'label': u'ProductService'}]",,,
​FitAd Mission,None,article_00146.pre.xmi:007,[],,,
"Provide platform for fitness, health and wellness oriented brands to transparently advertise on qualified mobile app & wearable properties.",About,article_00146.pre.xmi:008,"[{u'text': u'fitness, health and wellness oriented brands to transparently advertise on qualified mobile app & wearable properties', u'endOffset': 138, u'beginOffset': 21, u'label': u'Purpose'}]",,,
Why Work With FitAd,None,article_00146.pre.xmi:009,[],,,
"FitAd is a vertical specialist, supported by one of the best data companies in the business, Bridge Marketing.",None,article_00146.pre.xmi:010,[],,,
Together we will work hard to earn your business and maintain that relationship.,None,article_00146.pre.xmi:011,[],,,
Where Did The Idea Come From?,None,article_00146.pre.xmi:012,[],,,
"FitAd was created as a way to allow the thousands of established and up-and-coming fitness, health and wellness app & mobile site publishers to outsource parts of their revenue generation.",About,article_00146.pre.xmi:013,"[{u'text': u'FitAd', u'endOffset': 5, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'fitness, health and wellness app & mobile site publishers to outsource parts of their revenue generation', u'endOffset': 187, u'beginOffset': 83, u'label': u'ValueProposition'}]",,,
"Additionally, there was a need to create a solution for brands to have a trusted partner that offered unique private exchanges for fitness, health and wellness.",None,article_00146.pre.xmi:014,[],,,
© 2016  FitAd™  /  ACTIVE MOBILE ADVERTISING™  /  FitAd.com,None,article_00146.pre.xmi:015,[],,,
"151 East 31st Street 23rd Floor New York, NY 10016 /   Privacy Policy",None,article_00146.pre.xmi:016,[],,,
How it Works,None,article_00147.pre.xmi:001,[],,,
Open Loopd App,None,article_00147.pre.xmi:002,[],,,
"The Loopd App controls the Loopd Badge and displays relevant information for attendees about contacts met, sessions attended, and partners visited.",None,article_00147.pre.xmi:003,[],,,
Sync Loopd Badge,None,article_00147.pre.xmi:004,[],,,
The Loopd Badge easily pairs with the Loopd App using the latest wireless technology.,None,article_00147.pre.xmi:005,[],,,
All attendees need to do is place the Loopd Badge on their smartphones screen.,None,article_00147.pre.xmi:006,[],,,
Exchange Info,None,article_00147.pre.xmi:007,[],,,
Now your attendees can exchange contact information with each other.,None,article_00147.pre.xmi:008,[],,,
With the Loopd Badge they can save relevant content for after the event to the Loopd App,None,article_00147.pre.xmi:009,[],,,
How it Works,None,article_00147.pre.xmi:010,[],,,
CONNECT,None,article_00147.pre.xmi:011,[],,,
Your attendees can now exchange contact information with the Loopd Badge.,None,article_00147.pre.xmi:012,[],,,
All they have to do is press the button on the Loopd Badge and place it within a few inches of another Loopd Badge.,None,article_00147.pre.xmi:013,[],,,
COLLECT,None,article_00147.pre.xmi:014,[],,,
The Loopd Badge records a custom event journey for every attendee.,None,article_00147.pre.xmi:015,[],,,
"As your attendee's walk around your event the Loopd Badge will monitor the sessions they attend, partners they visit, and contacts they meet.",None,article_00147.pre.xmi:016,[],,,
ANALYZE,None,article_00147.pre.xmi:017,[],,,
"The Loopd Analytics platform helps you understand the value of networking, reveal how successful your event is performing in real time, and identify which attendees are your brand's key opinion leaders.",None,article_00147.pre.xmi:018,[],,,
What makes,None,article_00147.pre.xmi:019,[],,,
Contact,None,article_00148.pre.xmi:001,[],,,
Photo of irrigated crop circles from NASA Earth Observatory,None,article_00148.pre.xmi:002,[],,,
"Epicrop Technologies is a new company located in Lincoln, Nebraska.",None,article_00148.pre.xmi:003,[],,,
The initial patent-pending discoveries in epigenetic technologies were made by Dr. Sally Mackenzie at the University of Nebraska-Lincoln.,None,article_00148.pre.xmi:004,[],,,
Our epigenetic breeding methods improve plant yields and stress tolerances and are applicable to all plant species.,None,article_00148.pre.xmi:005,[],,,
"Of particular interest are the important corn, soybean, and wheat crops grown here in Nebraska.",None,article_00148.pre.xmi:006,[],,,
"﻿Most importantly, we use this natural biological process to breed  crops that produce higher yields and are more stress tolerant.",None,article_00148.pre.xmi:007,[],,,
"Higher yields help protect the environment: by requiring less land for sufficient production; by keeping crop prices lower, which reduces the incentive to put conserved land into production; and by irrigating fewer acres to achieve the same total production.﻿",None,article_00148.pre.xmi:008,[],,,
✕,None,article_00148.pre.xmi:009,[],,,
Search ,None,article_00149.pre.xmi:001,[],,,
MEET THE COLORADO BUSINESS ROUNDTABLE,None,article_00149.pre.xmi:002,[],,,
"The Colorado Business Roundtable (COBRT) is an advocate for proactive, pro-business legislation that strengthens the economy and allows businesses to grow and thrive in Colorado and the region.",None,article_00149.pre.xmi:003,[],,,
"Through strategic alliances with industry leaders, chambers of commerce, educational institutions and governmental bodies, our goal is to improve the business environment, increase effectiveness, and expand the reach of our partners.",None,article_00149.pre.xmi:004,[],,,
LISTEN TO CONNECT & COLLABORATE RADIO,None,article_00149.pre.xmi:005,[],,,
Colorado Business Roundtable (COBRT) recently expanded its Connect and Collaborate Radio program.,None,article_00149.pre.xmi:006,[],,,
"We increased to five shows each week, live during drive time from 4:00-5:00 p.m.",None,article_00149.pre.xmi:007,[],,,
"The expansion comes with a change in station as well, from KNUS 710 AM to the new KDMT 1690 AM Denver's Money Talk.",None,article_00149.pre.xmi:008,[],,,
"Connect and Collaborate, the Voice of the Colorado Business Roundtable, will continue to provide programming about business leadership, innovation and current events affecting the business community.",None,article_00149.pre.xmi:009,[],,,
"The fresh format is a novel concept of multiple hosts, some of Denver's most influential business leaders, inviting the audience into new networks.",None,article_00149.pre.xmi:010,[],,,
"Listeners will hear interviews with experts, unique perspectives on business news and approachable case studies.",None,article_00149.pre.xmi:011,[],,,
Help us improve our website by completing a quick survey.,None,article_00150.pre.xmi:001,[],,,
Start survey now,None,article_00150.pre.xmi:002,[],,,
About us - CommBank,None,article_00150.pre.xmi:003,[],,,
We use cookies to provide you with the best possible online experience.,None,article_00150.pre.xmi:004,[],,,
Read more about our cookie usage here.,None,article_00150.pre.xmi:005,[],,,
Upgrade your browser for the best CommBank website experiences.,None,article_00150.pre.xmi:006,[],,,
Click here .,None,article_00150.pre.xmi:007,[],,,
Contact Us,None,article_00151.pre.xmi:001,[],,,
Our Story,None,article_00151.pre.xmi:002,[],,,
"Before founding NuStep, Dick Sarns, a bio-medical engineer, designed and developed medical devices used in heart surgery including the world-renowned Sarns heart-lung machine.",None,article_00151.pre.xmi:003,[],,,
"Years later, as research emerged that supported exercise for cardiac patients, Dick shifted his focus to developing exercise products for cardiac rehabilitation.",None,article_00151.pre.xmi:004,[],,,
"After years of research and development, Dick, and his son Steve, introduced the first recumbent cross trainer.",None,article_00151.pre.xmi:005,[],,,
"In 1987, NuStep was born.",None,article_00151.pre.xmi:006,[],,,
Inspiring people around the world to Take That Step,None,article_00151.pre.xmi:007,[],,,
"The vision that guided Dick and Steve almost 30 years ago continues today as the driving force of the entire NuStep team – helping individuals to Take That Step towards a healthier, more active lifestyle.",None,article_00151.pre.xmi:008,[],,,
NuStep cross trainer users around the world attest that our equipment  helped them transform their lives .,None,article_00151.pre.xmi:009,[],,,
We are honored and pleased to help make this international NuStep community possible.,None,article_00151.pre.xmi:010,[],,,
Inclusive By design,None,article_00151.pre.xmi:011,[],,,
"The inclusive NuStep recumbent cross trainer is designed for a wide range of users, from the physically fit to those with mobility limitations.",None,article_00151.pre.xmi:012,[],,,
"NuStep is the exercise equipment brand of choice for physical therapy centers, cardiac rehabilitation clinics, senior living communities and health and wellness centers across the country.",About,article_00151.pre.xmi:013,"[{u'text': u'NuStep', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'exercise equipment', u'endOffset': 32, u'beginOffset': 14, u'label': u'ProductService'}, {u'text': u'physical therapy centers, cardiac rehabilitation clinics, senior living communities and health and wellness centers', u'endOffset': 168, u'beginOffset': 53, u'label': u'MarketProfile'}]",,,
"The company is headquartered in Ann Arbor, Michigan, where our high-quality recumbent cross trainers and accessories are designed, manufactured, assembled and shipped worldwide.",None,article_00151.pre.xmi:014,[],,,
We value our partnerships,None,article_00151.pre.xmi:015,[],,,
We wholeheartedly support initiatives that make a meaningful difference in people's lives.,None,article_00151.pre.xmi:016,[],,,
We take great pride in our relationships with these important organizations:,None,article_00151.pre.xmi:017,[],,,
American Heart Association,None,article_00151.pre.xmi:018,[],,,
About Us,None,article_00152.pre.xmi:001,[],,,
History,None,article_00152.pre.xmi:002,[],,,
"Since 1994, LTI has satisfied the IT requirements of over 1,000 corporate customers globally.",None,article_00152.pre.xmi:003,[],,,
Our clients range in size from start-ups to companies listed in the Fortune 500.,About,article_00152.pre.xmi:004,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'start-ups to companies', u'endOffset': 53, u'beginOffset': 31, u'label': u'MarketProfile'}]",,,
"Our mission is to provide appropriate turn-key solutions given your needs, schedule, projected growth, and budget.",About,article_00152.pre.xmi:005,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'turn-key solutions', u'endOffset': 56, u'beginOffset': 38, u'label': u'ProductService'}]",,,
Trained and Certified,None,article_00152.pre.xmi:006,[],,,
We work closely with best-of-breed manufacturers and are committed to using the highest quality components.,None,article_00152.pre.xmi:007,[],,,
Linear's professionals have decades of experience and are fully trained and accredited in the latest industry standards and programs.,None,article_00152.pre.xmi:008,[],,,
"For list of our certifications, click here.",None,article_00152.pre.xmi:009,[],,,
Committed to Excellence,None,article_00152.pre.xmi:010,[],,,
"We are committed to our client's success and to complete our projects on time, within the budget and with all quality objectives achieved or exceeded.",About,article_00152.pre.xmi:011,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'complete our projects on time, within the budget and with all quality objectives achieved or exceeded', u'endOffset': 149, u'beginOffset': 48, u'label': u'ValueProposition'}]",,,
We are proud that all of our customers are also our references.,None,article_00152.pre.xmi:012,[],,,
For a select list of customers please click here.,None,article_00152.pre.xmi:013,[],,,
Company Profile,None,article_00152.pre.xmi:014,[],,,
About,None,article_00153.pre.xmi:001,[],,,
Our Awards,None,article_00153.pre.xmi:002,[],,,
Receiving awards and recognition is always a special honor.,None,article_00153.pre.xmi:003,[],,,
"At Unified, knowing that we have served our customers to the best of our ability is enough reward; but, we are especially grateful when others recognize our successes.",None,article_00153.pre.xmi:004,[],,,
"We are proud of the awards we have received for our accomplishments and contributions to our industry and community, knowing that these achievements are only possible because of the individual efforts of each of our team members.",None,article_00153.pre.xmi:005,[],,,
Indiana's 2011 Small Business of the Year by the State Chamber of Commerce,None,article_00153.pre.xmi:006,[],,,
"Indiana Chamber of Commerce's Small Business of the Year finalist 2009, 2010, 2011",None,article_00153.pre.xmi:007,[],,,
"""Way to Go"" award presented by the Muncie-Delaware County Chamber of Commerce in June 2011.",None,article_00153.pre.xmi:008,[],,,
Winners of this award are selected from nominations made by Small Business Council members and are based on various business accomplishments and achievements.,None,article_00153.pre.xmi:009,[],,,
President/CEO named 2010 Indiana Small Business Person of the Year by the SBA.,None,article_00153.pre.xmi:010,[],,,
This award is given annually to honor the small business community's contribution to the American economy and society and recognize the people and organizations that assist small businesses.,None,article_00153.pre.xmi:011,[],,,
"Indianapolis Business Journal's ""25 Largest Indianapolis-area Employee Benefits Services Firms"" 2011 list; ranked 3rd on the list and the only firm located outside of Indianapolis or Carmel.",None,article_00153.pre.xmi:012,[],,,
"2009 Company to Watch by the Indiana Economic Development Corporation, its Small Business Development Center network, Purdue University and the Edward Lowe Foundation.",None,article_00153.pre.xmi:013,[],,,
A Top Place to Work in Central Indiana in 2009 by The Indianapolis Star.,None,article_00153.pre.xmi:014,[],,,
"The first third party administrator to participate in the Indiana Health Information Exchange (IHIE)'s Quality Health First (QHF) program, which helps physicians and patients achieve better health outcomes and helps reduce the overall cost of care.",None,article_00153.pre.xmi:015,[],,,
"A One of the ""Fastest Growing Indianapolis Area Private Company"" by the Indiana Business Journal in 2006.",None,article_00153.pre.xmi:016,[],,,
Growth 100 Company by the IU's Kelly School of Business 2000-2004.,None,article_00153.pre.xmi:017,[],,,
"First place in YMCA Corporate Challenge Small Business Division Award in 2001, 2002, 2005 and 2007 and in the Large Business Division in 2009.",None,article_00153.pre.xmi:018,[],,,
"Recently named by the Indianapolis Business Journal as, ""One of Central Indiana's 25 Fastest Growing Private Companies"" and as the ""Fourth Largest Indianapolis-area Employee Benefits Service Firm.""",None,article_00153.pre.xmi:019,[],,,
"Selected by the Indiana University Kelley School of Business as a Growth 100 Company for 2000 – 2001, 2001 – 2002, and 2003 – 2004 based on outstanding financial achievements as well as overall vision and business practices.",None,article_00153.pre.xmi:020,[],,,
"Pacific Life's ""2003 TPA of the Year"" & ""1999 TPA of the Year""",None,article_00153.pre.xmi:021,[],,,
Resources,None,article_00153.pre.xmi:022,[],,,
Press,None,article_00154.pre.xmi:001,[],,,
About Us,None,article_00154.pre.xmi:002,[],,,
"We are a team of engineers, designers, and real estate professionals who deeply enjoy building products that catalyze value to existing and future consumer behavioral trends.",None,article_00154.pre.xmi:003,[],,,
Riley is our humble attempt to bring a product to the world that our community loves and makes their lives better.,None,article_00154.pre.xmi:004,[],,,
The Team,None,article_00154.pre.xmi:005,[],,,
Better Health by Decoding the Epigenome,None,article_00155.pre.xmi:001,[],,,
Who We Are,None,article_00155.pre.xmi:002,[],,,
"Genome Profiling, LLC (GenPro) is a molecular information company specializing in the discovery of novel epigenetic biomarkers based on our proprietary, genome-wide methylation profiling platform to revolutionize the way we treat, diagnose, and predict chronic and life-threatening diseases.",About,article_00155.pre.xmi:003,"[{u'text': u'Genome Profiling, LLC (GenPro)', u'endOffset': 30, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'molecular information', u'endOffset': 57, u'beginOffset': 36, u'label': u'ProductService'}, {u'text': u'novel epigenetic biomarkers', u'endOffset': 126, u'beginOffset': 99, u'label': u'ProductService'}, {u'text': u'genome-wide methylation profiling platform', u'endOffset': 195, u'beginOffset': 153, u'label': u'ProductService'}, {u'text': u'revolutionize the way we treat, diagnose, and predict chronic and life-threatening diseases', u'endOffset': 290, u'beginOffset': 199, u'label': u'Purpose'}]",,,
We are passionately committed to applying our scientific expertise in a revolutionary computational genetic-analysis technology to transform standard next-generation DNA sequencing data into actionable information that enables researchers and clinicians to make precision medicine a reality for patients afflicted with life-threatening diseases.,None,article_00155.pre.xmi:004,[],,,
"Grounded in leading scientific discoveries and an experienced life-science business team, GenPro provides quantitative biomarker analysis of DNA methylation profiles for personalized health diagnostics, disease prediction, and therapeutic monitoring.",About,article_00155.pre.xmi:005,"[{u'text': u'GenPro', u'endOffset': 96, u'beginOffset': 90, u'label': u'Company'}, {u'text': u'quantitative biomarker analysis of DNA methylation profiles', u'endOffset': 165, u'beginOffset': 106, u'label': u'ProductService'}, {u'text': u'personalized health diagnostics, disease prediction, and therapeutic monitoring', u'endOffset': 249, u'beginOffset': 170, u'label': u'ValueProposition'}]",,,
Central to our approach is a proprietary analytical and profiling software platform that transforms routine DNA genome sequence data into deep insights into the dynamic epigenome of individual patients.,None,article_00155.pre.xmi:006,[],,,
GenPro's pioneering discoveries in epigenetic profiling give us the distinctive ability to identify new and important biomarkers for specific disease states.,None,article_00155.pre.xmi:007,[],,,
"Our epigenetic analysis results provide clinicians and researchers with actionable information that supports faster, more confident decision making and enables better outcomes for patient health.",About,article_00155.pre.xmi:008,"[{u'text': u'epigenetic analysis', u'endOffset': 23, u'beginOffset': 4, u'label': u'ProductService'}, {u'text': u'clinicians and researchers', u'endOffset': 66, u'beginOffset': 40, u'label': u'MarketProfile'}]",,,
Transforming NGS Epigenetic Data into Personalized Health Answers,None,article_00155.pre.xmi:009,[],,,
What We Do,None,article_00155.pre.xmi:010,[],,,
GenPro's quantitative analytics platform transforms the NGS value chain to yield novel epigenetic biomarkers that enable researchers and clinicians to tailor diagnostics and therapies to the needs of individual patients.,None,article_00155.pre.xmi:011,[],,,
"GenPro Analytics™, our proprietary, specialized software platform, employs genome-wide methylation profiling algorithms to discover novel epigenetic biomarkers that scientists and medical professionals can use to predict, diagnose, and monitor the likelihood and progression of disease in individuals with much more sensitivity, specificity, accuracy, and cost-effectiveness than any other approach available today.",None,article_00155.pre.xmi:012,[],,,
"Capitalizing on the exponential growth in next-generation sequencing (NGS) and the rising interest in and demand for epigenetic-profiling technologies and analysis of NGS data, GenPro Analytics™ drives transformational improvements across the entire NGS value chain while seamlessly integrating with current NGS pipelines and workflows.",None,article_00155.pre.xmi:013,[],,,
"From reducing the cost, time, and complexity of preparing genomic DNA (gDNA) for sequencing to delivering highly sensitive and accurate quantitative whole-genome methylation profiles and novel epigenetic biomarkers, GenPro's cloud based analytical services enable biopharma, diagnostic, and NGS technology and service companies, and clinical-care research institutions, to achieve game-changing improvements in personalized disease prediction, diagnosis, and treatment.",None,article_00155.pre.xmi:014,[],,,
The GenPro advantage starts with the simple addition of our gDNA prep kit to an existing whole-genome sequencing workflow.,None,article_00155.pre.xmi:015,[],,,
The restriction enzymes in this kit are matched to the GenPro Analytics™ methylation-profiling and biomarker-discovery software algorithms.,None,article_00155.pre.xmi:016,[],,,
"Together, these technologies deliver results and provide answers that are superior to those obtained from the bisulfite oxidation approach typically used today.",None,article_00155.pre.xmi:017,[],,,
Our integrated technology:,None,article_00155.pre.xmi:018,[],,,
Is simpler,None,article_00155.pre.xmi:019,[],,,
Does not destroy any DNA,None,article_00155.pre.xmi:020,[],,,
Delivers all the whole-genome sequencing data required for variant analyses,None,article_00155.pre.xmi:021,[],,,
Is less expensive,None,article_00155.pre.xmi:022,[],,,
Delivers unequalled quantitative methylation sensitivity and accuracy at all CpG sites,None,article_00155.pre.xmi:023,[],,,
"Requires only one NGS run, not two (half the cost)",None,article_00155.pre.xmi:024,[],,,
"As a result of these advances, researchers have access to highly sensitive, accurate, and comprehensive quantified methylation profiles for use in their own multivariate statistical analyses at a fraction of the cost of currently employed technologies.",None,article_00155.pre.xmi:025,[],,,
"But more importantly, GenPro Analytics™ quantified methylation profiles enable previously unachievable downstream value generated by the discovery of novel epigenetic biomarkers that directly impact health improvements.",None,article_00155.pre.xmi:026,[],,,
The most significant advantages of GenPro's technology are:,None,article_00155.pre.xmi:027,[],,,
Versatility.,None,article_00155.pre.xmi:028,[],,,
"From gDNA preparation using the GenPro gDNA prep kit through the discovery of novel epigenetic biomarkers using GenPro Analytics™, our portfolio of services comprises a single integrated solution that enables a superior standard NGS whole-genome sequencing strategy without chemically-induced (bisulfite oxidation) mutations.",None,article_00155.pre.xmi:029,[],,,
"The NGS data produced from our technology can be used in standard genomic studies (SNPs, indels, alleles, etc.).",None,article_00155.pre.xmi:030,[],,,
"But more importantly, we can derive a quantitative DNA methylation profile at each CpG location and extract from that data novel epigenetic biomarkers, something no one else can do as accurately, cost-effectively, or quickly.",None,article_00155.pre.xmi:031,[],,,
Accuracy.,None,article_00155.pre.xmi:032,[],,,
GenPro's technology utilizes quantitative metrics for statistical processing.,None,article_00155.pre.xmi:033,[],,,
"Our approach uses two lines of evidence in the raw sequence read files to reconstruct methylation status, resulting in more statistical confidence in our measurements for each CpG site.",None,article_00155.pre.xmi:034,[],,,
Sensitivity.,None,article_00155.pre.xmi:035,[],,,
Statistical robustness and sensitivity are essential for biomarker discovery and diagnostic applications.,None,article_00155.pre.xmi:036,[],,,
Our approach is highly efficient in separating the epigenetic changes that signal shifts in health status from all the genomic noise and variability that exist between individuals.,None,article_00155.pre.xmi:037,[],,,
Building a World-class Team,None,article_00155.pre.xmi:038,[],,,
to Better Serve Our Customers,None,article_00155.pre.xmi:039,[],,,
GenPro Leadership Team,None,article_00155.pre.xmi:040,[],,,
"Brooklinen was built to deliver simple, beautiful home essentials at a fair",None,article_00156.pre.xmi:001,[],,,
price.,None,article_00156.pre.xmi:002,[],,,
"By cutting out the middleman, we bypass costs like wholesaling,",None,article_00156.pre.xmi:003,[],,,
storefronts and designer licensing fees that have no bearing on quality.,None,article_00156.pre.xmi:004,[],,,
And we pass the savings on to you.,None,article_00156.pre.xmi:005,[],,,
We have four core values central to everything we do:,None,article_00156.pre.xmi:006,[],,,
1,None,article_00156.pre.xmi:007,[],,,
Amazing Product,None,article_00156.pre.xmi:008,[],,,
Quality is our top priority.,None,article_00156.pre.xmi:009,[],,,
We use the most luxurious materials and partner with top caliber factories for production around the world.,None,article_00156.pre.xmi:010,[],,,
2,None,article_00156.pre.xmi:011,[],,,
Better Experience,None,article_00156.pre.xmi:012,[],,,
"We believe shopping should be simple and hassle free, so we've done the hard work for you.",None,article_00156.pre.xmi:013,[],,,
"A curated experience allows fewer, but better options.",None,article_00156.pre.xmi:014,[],,,
3,None,article_00156.pre.xmi:015,[],,,
A Personal Touch,None,article_00156.pre.xmi:016,[],,,
Our emphasis is on service and we strive to make a product that is exactly what you are looking for.,None,article_00156.pre.xmi:017,[],,,
"If you don't see what you're looking for, just ask us.",None,article_00156.pre.xmi:018,[],,,
4,None,article_00156.pre.xmi:019,[],,,
Efficient Supply Chain,None,article_00156.pre.xmi:020,[],,,
Did you know sheets retail for up to 10x what they cost?,None,article_00156.pre.xmi:021,[],,,
"We know, crazy!",None,article_00156.pre.xmi:022,[],,,
"By removing layers of unnecessary cost, we deliver the best possible value to you.",None,article_00156.pre.xmi:023,[],,,
Our Products,None,article_00156.pre.xmi:024,[],,,
"Brooklinen was built to deliver simple, beautiful home essentials",None,article_00156.pre.xmi:025,[],,,
at a fair price.,None,article_00156.pre.xmi:026,[],,,
By cutting out the middleman.,None,article_00156.pre.xmi:027,[],,,
Classic Sheets,None,article_00156.pre.xmi:028,[],,,
Make your whole bed feel like the cool side of the pillow with our signature long-staple cotton percale sheets.,None,article_00156.pre.xmi:029,[],,,
▶,None,article_00156.pre.xmi:030,[],,,
Luxe Sheets,None,article_00156.pre.xmi:031,[],,,
"Raise your sheet game with silky, 480 thread count cotton sateen sheets, woven with a rich, lustrous finish.",None,article_00156.pre.xmi:032,[],,,
▶,None,article_00156.pre.xmi:033,[],,,
Comforters,None,article_00156.pre.xmi:034,[],,,
